LMSD Examples,LM_ID,Common Name,Systematic Name,Main Class,Sub Class,Mass,Formula,m/z,RT [min]
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015308,"TG(15:0/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-pentadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015316,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-pentadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015323,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6]","1-pentadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015628,"TG(15:1(9Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-pentadecenoyl)-2-eicosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015639,"TG(15:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-pentadecenoyl)-2-(11Z-eicosenoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015649,"TG(15:1(9Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-pentadecenoyl)-2-(11Z,14Z-eicosadienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015658,"TG(15:1(9Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-pentadecenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015666,"TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","1-(9Z-pentadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015673,"TG(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6]","1-(9Z-pentadecenoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-11Z-docosenoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015787,"TG(16:0/19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-hexadecanoyl-2-9Z-nonadecenoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011229,"TG(16:1(9Z)/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-hexadecenoyl)-2-nonadecanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015877,"TG(16:1(9Z)/19:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-hexadecenoyl)-2-9Z-nonadecenoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011076,"TG(17:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-(9Z-octadecenoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011071,"TG(17:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-(9Z,12Z-octadecadienoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015928,"TG(17:0/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011065,"TG(17:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03015946,"TG(17:0/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010879,"TG(17:0/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","1-heptadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010871,"TG(17:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","1-heptadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011077,"TG(17:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-octadecanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011072,"TG(17:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-(9Z-octadecenoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011066,"TG(17:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016010,"TG(17:1(9Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010980,"TG(17:1(9Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016028,"TG(17:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010880,"TG(17:1(9Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","1-(9Z-heptadecenoyl)-2-(11Z-eicosenoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010872,"TG(17:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","1-(9Z-heptadecenoyl)-2-(11Z,14Z-eicosadienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010864,"TG(17:1(9Z)/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3]","1-(9Z-heptadecenoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011073,"TG(17:2(9Z,12Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-octadecanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011067,"TG(17:2(9Z,12Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z-octadecenoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010981,"TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z-octadecadienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016088,"TG(17:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011136,"TG(17:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016106,"TG(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-11Z-docosenoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010881,"TG(17:2(9Z,12Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-eicosanoyl-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010873,"TG(17:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(11Z-eicosenoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03010865,"TG(17:2(9Z,12Z)/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(11Z,14Z-eicosadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016265,"TG(18:1(9Z)/19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","1-(9Z-octadecenoyl)-2-9Z-nonadecenoyl-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03011025,"TG(18:2(9Z,12Z)/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-nonadecanoyl-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016331,"TG(18:2(9Z,12Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-9Z-nonadecenoyl-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016380,"TG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-heneicosanoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016393,"TG(18:3(6Z,9Z,12Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-nonadecanoyl-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016406,"TG(18:3(6Z,9Z,12Z)/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-9Z-nonadecenoyl-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=TG 57:7,LMGL03016516,"TG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-3-heneicosanoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],918.77,C60H102O6,305.24872,7.9
/resources/tools/chemdb_ontology?abbrev=LPA 16:1,LMGP10050016,PA(16:1(9Z)/0:0),1-(9Z-hexadecenoyl)-glycero-3-phosphate,Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],408.23,C19H37O7P,407.22032,6.925
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O4,LMFA03010165,"13,14-dihydro-19R-hydroxyPGE1","9-oxo-11R,15S,19R-trihydroxy-prostanoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],372.25,C20H36O6,407.22032,6.925
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O4,LMFA03010038,19R-hydroxy-PGF1alpha,"9S,11R,15S,19R-tetrahydroxy-13E-prostaenoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],372.25,C20H36O6,407.22032,6.925
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O4,LMFA03030008,TXB1,"9S,11,15S-trihydroxy-thrombox-13E-enoic acid",Eicosanoids [FA03],Thromboxanes [FA0303],372.25,C20H36O6,407.22032,6.925
/resources/tools/chemdb_ontology?abbrev=FA 17:6;O2,LMFA03120025,clavirin I,"9-oxo-12S-acetoxy-2,3,4,5-tetranor-7Z,10Z,14Z-prostatetrienaldehyde-cyclo[8,12]",Eicosanoids [FA03],Clavulones [FA0312],290.15,C17H22O4,325.12141,4.43
/resources/tools/chemdb_ontology?abbrev=FA 17:6;O2,LMFA03120026,clavirin II,"9-oxo-12S-acetoxy-2,3,4,5-tetranor-7E,10Z,14Z-prostatetrienaldehyde-cyclo[8,12]",Eicosanoids [FA03],Clavulones [FA0312],290.15,C17H22O4,325.12141,4.43
/resources/tools/chemdb_ontology?abbrev=FA 23:0,LMFA01010023,Tricosylic acid,Tricosanoic acid,Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=FA 23:0,LMFA01020020,(+)-20-methyl-docosanoic acid,(+)-20-methyl-docosanoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=FA 23:0,LMFA01020230,Isotricosanoic acid,21-methyl-docosanoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=WE 23:0,LMFA07010577,3-Methyl-2-butenyl octadecanoate,3-Methyl-2-butenyl octadecanoate,Fatty esters [FA07],Wax monoesters [FA0701],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=WE 23:0,LMFA07010558,6-Octadecenyl 3-methylbutanoate,6-Octadecenyl 3-methylbutanoate,Fatty esters [FA07],Wax monoesters [FA0701],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=WE 23:0,LMFA07010462,WE 12:0/11:0,dodecyl undecanoate,Fatty esters [FA07],Wax monoesters [FA0701],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=WE 23:0,LMFA07010510,WE 18:0/4:0(2Me),octadecyl 2-methyl-butanoate,Fatty esters [FA07],Wax monoesters [FA0701],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=WE 23:0,LMFA07010559,WE 18:1(6)/5:0,6-Octadecenyl valerate,Fatty esters [FA07],Wax monoesters [FA0701],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=WE 23:0,LMFA07010460,tridecyl decanoate,tridecyl decanoate,Fatty esters [FA07],Wax monoesters [FA0701],354.35,C23H46O2,353.34269,10.629
/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2,LMFA01170060,10-hydroxy-16-oxo-hexadecanoic acid,10-hydroxy-16-oxo-hexadecanoic acid,Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],286.21,C16H30O4,285.20716,4.991
/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2,LMFA01170059,9-hydroxy-16-oxo-hexadecanoic acid,9-hydroxy-16-oxo-hexadecanoic acid,Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],286.21,C16H30O4,285.20716,4.991
/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2,LMFA01170022,Thapsic acid,Hexadecanedioic acid,Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],286.21,C16H30O4,285.20716,4.991
/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2,LMFA07040174,Berkeleylactone N,"5S,15R-dihydroxy-hexadeca-4R-olide",Fatty esters [FA07],Lactones [FA0704],286.21,C16H30O4,285.20716,4.991
/resources/tools/chemdb_ontology?abbrev=FA 12:5;O2,LMFA01170008,"2E,4E,8E,10E-Dodecatetraenedioic acid","2E,4E,8E,10E-Dodecatetraenedioic acid",Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],222.09,C12H14O4,221.08147,3.471
/resources/tools/chemdb_ontology?abbrev=SFE 11:5,LMFA07010713,"2-Decene-4,6-diynoic acid, methyl ester, (E)-","methyl (E)-dec-2-en-4,6-diynoate",Fatty esters [FA07],Short fatty esters [FA0710],176.08,C11H12O2,221.08147,3.471
/resources/tools/chemdb_ontology?abbrev=FA 10:5,LMFA01030783,8Z-Dihydromatricaria acid,"8Z-Decene-4,6-diynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],162.07,C10H10O2,221.08147,3.471
/resources/tools/chemdb_ontology?abbrev=FA 10:5,LMFA01031040,cis-Lachnophyllic acid,"2Z-decene-4,6-diynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],162.07,C10H10O2,221.08147,3.471
/resources/tools/chemdb_ontology?abbrev=FA 22:3;O,LMFA01070042,"ethyl 5R,6R-epoxy-7-eicosynoate","ethyl 5R,6R-epoxy-eicos-7-ynoate",Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],350.28,C22H38O3,349.27492,6.577
/resources/tools/chemdb_ontology?abbrev=FA 22:3;O,LMFA01070045,"ethyl 5S,6R-epoxy-7-eicosynoate","ethyl 5S,6R-epoxy-eicos-7-ynoate",Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],350.28,C22H38O3,349.27492,6.577
/resources/tools/chemdb_ontology?abbrev=FA 22:3;O,LMFA01150019,"13-(3,4-dimethyl-5-propylfuran-2-yl)-tridecanoic acid","13-(5-propyl-3,4-dimethylfuran-2-yl)-tridecanoic acid",Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],350.28,C22H38O3,349.27492,6.577
/resources/tools/chemdb_ontology?abbrev=FA 22:3;O,LMFA01150044,2-(5-hexadecylfuran-2-yl)-acetic acid,5-hexadecyl-2-furanethanoic acid,Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],350.28,C22H38O3,349.27492,6.577
/resources/tools/chemdb_ontology?abbrev=FA 22:3;O,LMFA01150002,Furanoid acid - F6,"12,15-epoxy-13,14-dimethyl-12,14-eicosadienoic acid",Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],350.28,C22H38O3,349.27492,6.577
/resources/tools/chemdb_ontology?abbrev=ST 21:0;O,LMST02030174,pregnan-21-ol,pregnan-21-ol,Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",304.28,C21H36O,349.27492,6.577
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01020368,"14:4(2E,4E,8E,10E)(6Me[S],9Me,12Me[S])","6S,9,12S-trimethyl-2E,4E,8E,10E-tetradecatetraenoic acid",Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],262.19,C17H26O2,307.19145,5.46
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01031155,"(7Z,11E)-heptadec-7,11-dien-9-ynoic acid","Heptadec-7Z,11E-dien-9-ynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],262.19,C17H26O2,307.19145,5.46
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01030475,"10E,16-heptadecadien-8-ynoic acid","10E,16-heptadecadien-8-ynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],262.19,C17H26O2,307.19145,5.46
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01031244,"14:4(2E,4E,8E,10E)(4Me,6Me[S],12Me[S])","4,6S,12-trimethyl-2E,4E,8E,10E-tetradecatrienoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],262.19,C17H26O2,307.19145,5.46
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01030476,"5,8-heptadecadiynoic acid","5,8-heptadecadiynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],262.19,C17H26O2,307.19145,5.46
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01030477,"6,9-heptadecadiynoic acid","6,9-heptadecadiynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],262.19,C17H26O2,307.19145,5.46
/resources/tools/chemdb_ontology?abbrev=FA 17:4,LMFA01030478,"7,10-heptadecadiynoic acid","7,10-heptadecadiynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],262.19,C17H26O2,307.19145,5.46
